headline,date,web_url,lead_paragraph,section,keywords
Los túneles de Gaza,2023-11-13T20:18:14+0000,https://www.nytimes.com/interactive/2023/11/13/espanol/mundo/gaza-hamas-tuneles.html,Bajo la Franja de Gaza se extiende un laberinto de túneles que permite a los combatientes de Hamás pasar desapercibidos y contrabandear armas y mercancías.,en Español,['Palestinians']
Tuesday Briefing: Looking to a Biden-Xi Meeting,2023-11-13T20:57:37+0000,https://www.nytimes.com/2023/11/13/briefing/xi-biden-meeting-gaza-al-shifa-hospital-philippines-duterte.html,"President Biden and his Chinese counterpart, Xi Jinping, are set to meet tomorrow as the two seek to maintain ties and as business leaders watch for a thaw.",Briefing,[]
Death and Despair at Gaza Hospital as Fighting Reaches Its Doors,2023-11-13T21:59:50+0000,https://www.nytimes.com/2023/11/13/world/middleeast/gaza-war-hospitals-israel.html,"With Israel’s ground war in the Gaza Strip in its third week, Israeli military vehicles on Monday arrived at the gates of a besieged hospital complex where fuel, medicine and food are running out. Inside the hospital, the nursing staff were moving 36 premature babies to the only department that still had oxygen.",World,"['Israel-Gaza War (2023- )', 'Hospitals', 'Palestinians', 'Defense and Military Forces', 'Civilian Casualties', 'Deaths (Fatalities)']"
State Department employees send Blinken ‘dissent’ cables over Gaza policy.,2023-11-13T22:08:33+0000,https://www.nytimes.com/2023/11/13/us/politics/state-dept-israel-gaza-cease-fire.html,"Dozens of State Department employees have signed internal memos to Secretary of State Antony J. Blinken expressing serious disagreement with the Biden administration’s approach to Israel’s military campaign in Gaza, according to U.S. officials, part of a surging tide of internal disagreement within the Biden administration over the Middle East crisis.",U.S.,"['Israel-Gaza War (2023- )', 'United States Politics and Government']"
Israeli Forces Reached Gaza’s Main Hospital,2023-11-13T22:30:30+0000,https://www.nytimes.com/2023/11/13/briefing/israel-hamas-hospitals-supreme-court-ethics.html,"Israeli forces advanced today to the gates of Gaza’s largest hospital, where doctors describe a dire situation: Fuel, medicine and food are running out for hundreds of patients and thousands of others sheltering. ",Briefing,[]
U.N. says that without fuel it can no longer distribute humanitarian aid.,2023-11-13T22:49:34+0000,https://www.nytimes.com/2023/11/13/world/middleeast/un-unrwa-gaza-aid-israel.html,"The United Nations said on Monday that its already dwindling reserve of fuel in the Gaza Strip would run out as soon as Tuesday, preventing the organization from receiving and distributing the desperately needed aid trickling in, and imperiling the only lifeline for the 2.2 million people in the coastal enclave.",World,['Israel-Gaza War (2023- )']
"Hamas Releases Video of Hostage Noa Marciano, Saying She Was Killed in Gaza Bombardments",2023-11-14T01:19:36+0000,https://www.nytimes.com/2023/11/14/world/middleeast/israel-hamas-hostage-video-noa-marciano.html,Hamas on Monday released a video of a 19-year-old Israeli soldier who was captured in the Oct. 7 attacks on Israel that included clips of her speaking early in the conflict and then images of her lifeless body. Hamas said she had been killed by Israeli airstrikes in Gaza on Thursday. ,World,"['Kidnapping and Hostages', 'Israel-Gaza War (2023- )', 'War and Armed Conflicts']"
New Video Suggests Israeli-Russian Academic Kidnapped in Iraq Is Alive,2023-11-14T01:28:25+0000,https://www.nytimes.com/2023/11/13/world/middleeast/iraq-elizabeth-tsurkov-video.html,"An Iraqi television station posted a video Monday purporting to show a kidnapped Israeli-Russian researcher for the first time since her disappearance seven months ago, when she was seized off the streets in Baghdad.",World,"['Kidnapping and Hostages', 'Israel-Gaza War (2023- )', 'Terrorism']"
Tuesday Briefing,2023-11-14T05:00:05+0000,https://www.nytimes.com/2023/11/14/briefing/hospitals-gaza-britain-cabinet.html,"President Biden called for “less intrusive action” around hospitals in Gaza, as Israeli troops battled to seize control of what Israel says is a Hamas command complex that lies below the enclave’s main medical center, Al-Shifa Hospital. Hamas and hospital officials have denied the allegation. Here’s the latest.",Briefing,[]
This War Did Not Start a Month Ago,2023-11-14T06:00:09+0000,https://www.nytimes.com/2023/11/14/opinion/israel-gaza-war-history.html,"For the past month, normal life in Ramallah — a city in the West Bank usually known for its young population and its vibrant nightlife — has been brought to a standstill.",Opinion,"['Israel-Gaza War (2023- )', 'Palestinians', 'Israeli Settlements', 'Defense and Military Forces', 'Refugees and Displaced Persons', 'Deaths (Fatalities)', 'War Crimes, Genocide and Crimes Against Humanity', 'Peace Process', 'International Relations', 'News and News Media']"
The Most Revealing Moment From My Trip to Israel,2023-11-14T06:00:11+0000,https://www.nytimes.com/2023/11/14/opinion/israel-war-biden.html,"During my nine days of reporting recently in Israel and the West Bank, little did I know that the most revealing moment would come in the final hours of my visit. As I was packing to leave on Saturday night, Prime Minister Benjamin Netanyahu gave a news conference in which he indicated that Israel and the United States do not have a shared vision of how Israel should complete its war in Gaza or how to convert any Israeli victory over Hamas into a lasting peace with the Palestinians.",Opinion,"['Israel-Gaza War (2023- )', 'Palestinians', 'Terrorism', 'Jews and Judaism', 'United States International Relations', 'Peace Process']"
More Than 500 U.S. Officials Sign Letter Protesting Biden’s Israel Policy,2023-11-14T09:00:10+0000,https://www.nytimes.com/2023/11/14/us/politics/israel-biden-letter-gaza-cease-fire.html,More than 500 political appointees and staff members representing some 40 government agencies sent a letter to President Biden on Tuesday protesting his support of Israel in its war in Gaza.,U.S.,"['Israel-Gaza War (2023- )', 'Demonstrations, Protests and Riots', 'Defense and Military Forces']"
"Hard Hit by Loss of Thai and Palestinian Workers, Israeli Farmers Call for Volunteers",2023-11-14T10:03:16+0000,https://www.nytimes.com/2023/11/14/world/middleeast/israel-farms-palestinians-thailand.html,"Israeli farms, core to the country’s national identity, for years employed Palestinian and Thai workers. But since the Hamas-led terror attack on Oct. 7 and the war in Gaza, most Palestinians have been banned from Israel and many fearful Thais have returned home, leaving growers to scramble for labor.",World,"['Israel-Gaza War (2023- )', 'Agriculture and Farming', 'Palestinians', 'Labor and Jobs', 'Foreign Workers', 'Shortages']"
Jewish Groups Rally for Israel on National Mall,2023-11-14T10:03:49+0000,https://www.nytimes.com/2023/11/14/us/march-for-israel-washington-dc-rally.html,Demonstrators from across the United States gathered on Tuesday on the National Mall in Washington in a vast show of solidarity with Israel as it wages war in the Gaza Strip in response to the Oct. 7 attack by Hamas.,U.S.,"['Demonstrations, Protests and Riots', 'Israel-Gaza War (2023- )', 'Jews and Judaism', 'National Mall (Washington, DC)']"
Hamas’s Bloody Arithmetic,2023-11-14T11:00:10+0000,https://www.nytimes.com/2023/11/14/podcasts/the-daily/hamas-israel.html,"To much of the outside world, Hamas’s decision to murder hundreds of Israelis and trigger a war that has since killed many thousands of its own people looks like a historic miscalculation — one that could soon result in the destruction of Hamas itself.",Podcasts,"['Israel-Gaza War (2023- )', 'Terrorism', 'Mathematics', 'Palestinians', 'Defense and Military Forces', 'United States International Relations', 'Deaths (Fatalities)', 'Kidnapping and Hostages']"
"Growing Dissent Against Biden’s Israel Policy, and More",2023-11-14T11:01:23+0000,https://www.nytimes.com/2023/11/14/podcasts/bidens-israel-gaza.html,"The New York Times Audio app is home to journalism and storytelling, and provides news, depth and serendipity. If you haven’t already, download it here — available to Times news subscribers on iOS — and sign up for our weekly newsletter.",Podcasts,"['Ethics and Official Misconduct', 'News and News Media', 'Global Warming', 'United States Politics and Government']"
The Debate Over Al-Shifa,2023-11-14T11:28:58+0000,https://www.nytimes.com/2023/11/14/briefing/al-shifa-hospital-gaza.html,The battle over Al-Shifa Hospital in Gaza highlights a tension that often goes unmentioned in the debate over the war between Israel and Hamas: There may be no way for Israel both to minimize civilian casualties and to eliminate Hamas.,Briefing,"['internal-storyline-no', 'Israel-Gaza War (2023- )', 'Hospitals', 'Civilian Casualties']"
Peace Activist Thought to Be a Hostage in Gaza Is Confirmed Dead,2023-11-14T11:56:48+0000,https://www.nytimes.com/2023/11/14/world/middleeast/vivian-silver-canada-hamas-israel.html,"A Canadian Israeli peace activist who was thought to have been abducted and taken to Gaza on Oct. 7 was confirmed to have been killed in the initial attack that day, according to her son.",World,"['Israel-Gaza War (2023- )', 'Terrorism']"
Israel Shows Videos of Gaza Hospital Basement It Says Was Used by Hamas,2023-11-14T16:14:08+0000,https://www.nytimes.com/2023/11/14/world/middleeast/israel-hamas-rantisi-hospital-video.html,"Israel is pressing its case that Hamas is using hospitals as cover, releasing a pair of videos from inside Gaza’s main children’s hospital that showed weapons and explosives purportedly found in the medical center, and a room where the military said hostages were kept.",World,"['Israel-Gaza War (2023- )', 'Hospitals', 'War and Armed Conflicts', 'Propaganda']"
Families of Hostages Start a March From Tel Aviv to Jerusalem,2023-11-14T16:21:19+0000,https://www.nytimes.com/2023/11/14/world/middleeast/israel-hostages-march-jerusalem-tel-aviv.html,"For 10 days, Noam Alon, 24, has camped in front of the central military headquarters in Tel Aviv, aiming to pressure the Israeli government to do more to bring back his girlfriend of a year and a half, Inbar Heiman, and the more than 200 other hostages currently held in Gaza.",World,"['Kidnapping and Hostages', 'Demonstrations, Protests and Riots', 'War and Armed Conflicts', 'Palestinians']"
Harsh Visuals of War Leave Newsrooms Facing Tough Choices,2023-11-14T17:28:29+0000,https://www.nytimes.com/2023/11/14/business/media/israel-hamas-media-photography.html,Gruesome photographs of Palestinian children killed in rocket strikes and Israeli infants murdered by terrorists. Digitally doctored images that whip around social media before they can be verified. Accusations — since rejected by multiple news outlets — that photojournalists had advance knowledge of the Hamas surprise attack on Oct. 7.,Business Day,"['Israel-Gaza War (2023- )', 'War and Armed Conflicts', 'News and News Media', 'Photography', 'Rumors and Misinformation', 'Ethics and Official Misconduct']"
Israel-Hamas War Sows Disruption at the National Book Awards,2023-11-14T18:03:54+0000,https://www.nytimes.com/2023/11/14/books/israel-gaza-war-national-book-awards.html,"As the cultural fallout from the war in the Middle East continues, several finalists for the National Book Award plan to call for a cease-fire in Gaza during the ceremony on Wednesday. Two sponsors have decided not to attend the ceremony after learning authors were planning a political statement.",Books,"['National Book Awards', 'Books and Literature', 'Israel-Gaza War (2023- )', 'Writing and Writers']"
Families of Hostages Held by Hamas March From Tel Aviv to Jerusalem,2023-11-14T18:58:55+0000,https://www.nytimes.com/video/world/middleeast/100000009179866/tel-aviv-hostage-march-jerusalem.html,"About 100 people who are family members and friends of the hostages held by Hamas, began a five-day march to Prime Minister Benjamin Netanyahu’s office in Jerusalem.",World,"['Kidnapping and Hostages', 'Israel-Gaza War (2023- )', 'Terrorism', 'Demonstrations, Protests and Riots']"
Biden’s message to hostages’ families: ‘Hang in there. We’re coming.’,2023-11-14T19:01:10+0000,https://www.nytimes.com/2023/11/14/us/politics/biden-hostages-families-hamas-israel.html,President Biden sent a message Tuesday to families of hostages abducted from Israel on Oct. 7: “Hang in there. We’re coming.”,U.S.,"['Israel-Gaza War (2023- )', 'Kidnapping and Hostages']"
Inside the Desperate Effort to Evacuate Young Cancer Patients From Gaza,2023-11-14T19:23:06+0000,https://www.nytimes.com/2023/11/14/us/politics/gaza-hospitals-cancer-israel.html,They are some of the most vulnerable in Gaza.,U.S.,"['Israel-Gaza War (2023- )', 'Children and Childhood', 'Palestinians', 'Cancer', 'Evacuations and Evacuees', 'Hospitals', 'Humanitarian Aid', 'Civilian Casualties']"
Evidence Points to Israeli Shells in Strikes on Gaza’s Largest Hospital,2023-11-14T19:29:59+0000,https://www.nytimes.com/2023/11/14/world/middleeast/israel-gaza-al-shifa-hospital.html,"Minutes after 1 a.m. Friday, as active fighting raged between Israeli forces and Hamas militants, a projectile streaked over Gaza’s largest medical complex and crashed into the center of the courtyard of Al-Shifa Hospital, a place where thousands of displaced Gazans had sought shelter.",World,"['Israel-Gaza War (2023- )', 'Hospitals', 'Deaths (Fatalities)', 'Defense and Military Forces', 'Civilian Casualties', 'Refugees and Displaced Persons', 'Palestinians', 'War Crimes, Genocide and Crimes Against Humanity', 'Bombs and Explosives', 'your-feed-visual-investigations', 'vis-video']"
"U.S. Says Hamas Operates Out of Gaza Hospitals, Endorsing Israel’s Allegations",2023-11-14T20:43:26+0000,https://www.nytimes.com/2023/11/14/us/politics/hamas-hospitals-gaza-israel.html,"The United States has intelligence that shows that Hamas has been using hospitals in Gaza, including Al-Shifa, as command centers and ammunitions depots, a spokesman for the National Security Council said on Tuesday.",U.S.,"['Israel-Gaza War (2023- )', 'Hospitals', 'Terrorism', 'Civilian Casualties', 'War Crimes, Genocide and Crimes Against Humanity']"
Wednesday Briefing: Updates on Gaza’s Main Hospital,2023-11-14T21:04:18+0000,https://www.nytimes.com/2023/11/14/briefing/israel-hamas-war-al-shifa-hospital-climate-russia-journalist.html,"Al-Shifa, Gaza’s main hospital complex, has been cut off from electricity for days. Hospital officials warn that the lives of roughly three dozen premature babies are under threat now that the incubators needed to keep them alive are without power.",Briefing,['Global Warming']
Hundreds Fly From Israel to Pray for Hostages at the Rebbe’s Grave in Queens,2023-11-14T21:31:43+0000,https://www.nytimes.com/2023/11/14/nyregion/israel-hostages-rebbe-grave-in-queens.html,"The images of two little girls hung around Orna Ben Yaakov’s neck. They were Raz and Aviv Katz Asher, ages 4 and 2, missing since Oct. 7 when they were kidnapped by Hamas terrorists in Israel.",New York,"['Israel-Gaza War (2023- )', 'Jews and Judaism', 'Kidnapping and Hostages', 'Rabbis']"
Satellite images show Israeli tanks 600 feet from Al-Shifa Hospital,2023-11-14T21:31:43+0000,https://www.nytimes.com/2023/11/14/world/middleeast/satellite-images-show-israeli-tanks-600-feet-from-al-shifa-hospital.html,"Satellite images show that Israeli forces are stationed one block from Al-Shifa, the biggest hospital in Gaza City, an area that has been the site of intensified fighting in recent days.",World,"['vis-video', 'Israel-Gaza War (2023- )', 'War and Armed Conflicts']"
"With 102 Workers Killed, U.N. Agency in Gaza Struggles to Provide Aid",2023-11-14T22:16:36+0000,https://www.nytimes.com/2023/11/14/world/middleeast/unrwa-gaza-aid-struggles.html,"At least 102 workers from the largest United Nations agency in Gaza have been killed in five weeks of heavy Israeli bombing. Most did not die in the line of duty but instead while at home, often in strikes that also killed members of their families, U.N. officials said.",World,"['Civilian Casualties', 'Deaths (Fatalities)', 'Humanitarian Aid', 'Israel-Gaza War (2023- )', 'Palestinians', 'Refugees and Displaced Persons', 'Defense and Military Forces', 'Terrorism']"
Israel Says Military Has Entered Gazan Hospital Grounds to Root Out Hamas,2023-11-14T23:05:51+0000,https://www.nytimes.com/2023/11/14/world/middleeast/israel-gaza-hamas-hospital.html,"The Israeli military said early Wednesday that its troops were carrying out “a precise and targeted operation” at Gaza’s largest hospital, a complex of buildings where thousands of Palestinian refugees had taken shelter, as part of the campaign “to defeat Hamas and rescue our hostages.”",World,"['Israel-Gaza War (2023- )', 'Terrorism', 'Defense and Military Forces', 'Hospitals', 'Kidnapping and Hostages', 'Palestinians', 'Civilian Casualties', 'United States International Relations']"
The Hate That Doesn’t Know Its Own Name,2023-11-15T00:00:08+0000,https://www.nytimes.com/2023/11/14/opinion/antisemitism-israel-lipstadt.html,"When the historian Deborah Lipstadt defeated a libel suit brought against her in a British court by the Holocaust denier David Irving in April 2000, it was almost possible to imagine that antisemitism might someday become a thing of the past, at least in much of the West. Taking a trip to Israel was not an ideologically fraught choice. Wearing a Star of David was not a personally risky one. College campuses did not feel hostile to Jewish students. Synagogues (at least in the United States) did not have police officers stationed outside their doors.",Opinion,"['Anti-Semitism', 'Jews and Judaism', 'Zionism', 'Discrimination', 'Israel-Gaza War (2023- )', 'Terrorism', 'Colleges and Universities', 'Palestinians']"
Babies at Al-Shifa Hospital Moved to Ward With Electricity,2023-11-15T00:48:05+0000,https://www.nytimes.com/video/world/middleeast/100000009181243/al-shifa-hospital-babies.html,"Video released by Gaza’s Health Ministry shows more than a dozen newborn babies being transferred to patient beds at Al-Shifa hospital, after the hospital’s incubators lost power.",World,['Israel-Gaza War (2023- )']
Wednesday Briefing,2023-11-15T04:24:01+0000,https://www.nytimes.com/2023/11/14/briefing/gaza-raid-israel-ukraine-sunak.html,"The Israeli military said early this morning that its troops were raiding Gaza’s Al-Shifa Hospital, a complex of buildings where thousands of people have sheltered and conditions for patients have grown increasingly grim as supplies have dwindled. Fighting has been raging nearby for days, and the hospital was struck at least four times over the weekend.",Briefing,[]
What One Photo Shows About a Gaza Hospital in Chaos,2023-11-15T10:02:31+0000,https://www.nytimes.com/2023/11/15/world/middleeast/gaza-war-nasser-hospital.html,“Red!” “Yellow!” “Green!”,World,"['Israel-Gaza War (2023- )', 'Civilian Casualties', 'Hospitals', 'vis-photo']"
Fact-Checking Haley and DeSantis in Their Race to Rival Trump,2023-11-15T10:02:44+0000,https://www.nytimes.com/2023/11/15/us/politics/haley-desantis-trump-fact-check.html,"Nikki Haley, a former governor of South Carolina, and Gov. Ron DeSantis of Florida are vying to dethrone the Republican Party’s clear presidential front-runner, Donald J. Trump. But first one needs to triumph over the other.",U.S.,"['Presidential Election of 2024', 'International Relations', 'Offshore Drilling and Exploration', 'Israel-Gaza War (2023- )', 'International Trade and World Market', 'Oil (Petroleum) and Gasoline', 'Hydraulic Fracturing', 'Gasoline Tax (US)', 'Palestinians', 'Rumors and Misinformation']"
‘Erase Gaza’: War Unleashes Incendiary Rhetoric in Israel,2023-11-15T10:02:56+0000,https://www.nytimes.com/2023/11/15/world/middleeast/israel-gaza-war-rhetoric.html,"Shock, grief and pain have cascaded across Israel since Hamas gunmen poured out of Gaza to kill an estimated 1,200 Israeli civilians and soldiers on Oct. 7. So have anger and a thirst for vengeance, which the country’s leaders are verbalizing in language that critics in Israel say often crosses the line into incitement.",World,"['Israel-Gaza War (2023- )', 'Civilian Casualties', 'Terrorism', 'Defense and Military Forces', 'Palestinians']"
News Organizations Should Publish This Photo,2023-11-15T10:03:07+0000,https://www.nytimes.com/2023/11/15/opinion/gaza-war-children-image.html,"The scenes of devastation from Gaza are widespread on social media, but mainstream news organizations, including The New York Times, often have a directive to not publish overly graphic photographs. In this audio essay, the Opinion columnist Lydia Polgreen argues that there are times when we should not look away — and that it is our moral obligation to bear witness to images of war.",Opinion,"['audio-neutral-informative', 'Israel-Gaza War (2023- )', 'Palestinians', 'News and News Media', 'Photography', 'Children and Childhood', 'Civilian Casualties']"
"Israel says it found weapons at Al-Shifa, as its troops interrogate people there.",2023-11-15T10:23:16+0000,https://www.nytimes.com/2023/11/16/world/middleeast/al-shifas-capture-by-israel-would-be-a-watershed-moment-in-the-conflict.html,"The Israeli military was solidifying its hold on the Gaza Strip’s largest hospital on Wednesday, after storming the complex overnight. Soldiers were conducting searches and interrogations inside, and Israeli officers said they had found rifles, ammunition, body armor and other military equipment in a radiology building.",World,[]
The Hostages Are Not a Diversion From This War. They’re at the Heart of It.,2023-11-15T10:40:16+0000,https://www.nytimes.com/2023/11/15/opinion/hostages-israel-war.html,"More than five weeks ago, on Oct. 7, my brother-in-law Omri Miran was yanked away from his wife, my sister Lishay, and their two beautiful daughters, Roni and Alma, and kidnapped from his home in Kibbutz Nahal Oz. The four of them had been held captive together at gunpoint by Hamas terrorists and their accomplices for hours; the family witnessed their community burn and their neighbors executed. And then they were separated: Omri was taken captive to the Gaza Strip, and Lishay, Roni and Alma were left behind, waiting for a similar fate or worse before Israel Defense Forces soldiers eventually rescued them.",Opinion,"['Kidnapping and Hostages', 'Israel-Gaza War (2023- )', 'Terrorism', 'Palestinians']"
"Israeli Troops Enter Gaza Hospital, and More",2023-11-15T10:50:25+0000,https://www.nytimes.com/2023/11/15/podcasts/israeli-troops-enter-gaza-hospital-and-more.html,"The New York Times Audio app is home to journalism and storytelling, and provides news, depth and serendipity. If you haven’t already, download it here — available to Times news subscribers on iOS — and sign up for our weekly newsletter.",Podcasts,"['United States Politics and Government', 'Defense and Military Forces', 'Elections']"
Palestinian and Israeli Teens Swam in the Same Pool. Then Came Oct. 7.,2023-11-15T14:13:20+0000,https://www.nytimes.com/2023/11/15/world/middleeast/jerusalem-pool-israelis-palestinians.html,"The rule was unspoken, but the Israeli and Palestinian teenagers in the Greater Jerusalem swim club had abided by it forever without even thinking.",World,"['Swimming', 'Teenagers and Adolescence', 'Palestinians', 'Jews and Judaism', 'Israel-Gaza War (2023- )', 'internal-great-read', 'internal-sub-only']"
Antisemitic and Anti-Muslim Hate Speech Surges Across the Internet,2023-11-15T15:42:03+0000,https://www.nytimes.com/2023/11/15/technology/hate-speech-israel-gaza-internet.html,"On Oct. 7, the day Hamas attacked Israel, the hashtag #HitlerWasRight appeared on X, the platform formerly known as Twitter. Over the next month, more than 46,000 posts featured the hashtag, often alongside language that called for violence against Jews.",Technology,"['Israel-Gaza War (2023- )', 'Social Media', 'Hate Speech', 'Right-Wing Extremism and Alt-Right', 'Anti-Semitism', 'Jews and Judaism', 'Muslims and Islam', 'Rumors and Misinformation']"
Columbia Faces Protests After Suspending 2 Pro-Palestinian Groups,2023-11-15T18:14:13+0000,https://www.nytimes.com/2023/11/15/nyregion/columbia-university-ban-student-groups-israel-hamas-war.html,"As police officers guarded the wrought iron gates protecting Columbia University’s main campus on Tuesday evening, checking for student identification cards, a group gathered around a stone sundial at the center of the quad.",New York,"['Colleges and Universities', 'Demonstrations, Protests and Riots', 'Israel-Gaza War (2023- )', 'Palestinians', 'Jews and Judaism', 'Freedom of Speech and Expression', 'Censorship']"
"As Leaders Meet, Musicians from Philadelphia Orchestra Tour China",2023-11-15T18:17:02+0000,https://www.nytimes.com/2023/11/15/arts/music/apec-summit-china-philadelphia-orchestra.html,"President Biden and China’s leader, Xi Jinping, face a host of thorny geopolitical issues as they meet Wednesday in San Francisco: trade, Taiwan and the war between Israel and Hamas.",Arts,"['International Relations', 'Classical Music']"
"Israel and Hamas Appear to Be Near Hostage Deal, Officials Say",2023-11-15T18:56:25+0000,https://www.nytimes.com/2023/11/15/world/middleeast/israel-hamas-hostage-deal.html,"Israel believes that Wednesday’s raid on Al-Shifa Hospital will put pressure on Hamas to finish a deal to trade dozens of Israeli captives for Palestinian prisoners, according to two senior Israeli officials.",World,"['Kidnapping and Hostages', 'Palestinians', 'War and Armed Conflicts', 'Terrorism']"
F.B.I. Ramps Up Investigations of Hamas,2023-11-15T20:49:46+0000,https://www.nytimes.com/2023/11/15/us/politics/fbi-hamas-israel-threats.html,"Christopher A. Wray, the F.B.I. director, said on Wednesday that the bureau had opened a slew of investigations into Hamas as it tries to thwart potential attacks and stymie financial support for the militant group.",U.S.,"['Israel-Gaza War (2023- )', 'Terrorism', 'Muslim Americans', 'Jews and Judaism']"
The Question of Anti-Zionism and Antisemitism,2023-11-16T00:00:08+0000,https://www.nytimes.com/2023/11/15/opinion/israel-gaza-antisemitism.html,"Last week, I gave a lecture at the University of California at San Diego about politics and social justice. Afterward, as I was signing books, a young Black woman approached my table and whispered a question, asking me what I thought about the horrors playing out in Gaza.",Opinion,"['Zionism', 'Israel-Gaza War (2023- )', 'Anti-Semitism', 'Palestinians', 'Jews and Judaism']"
Israel Seizes Gaza Hospital That Became Symbol of the War Itself,2023-11-16T02:36:44+0000,https://www.nytimes.com/2023/11/15/world/middleeast/al-shifa-hospital-israel.html,"Since Israel’s ground troops invaded Gaza 19 days ago, the fate of its war has become largely entwined with the fate of the territory’s largest hospital.",World,"['Israel-Gaza War (2023- )', 'Defense and Military Forces', 'Hospitals', 'Palestinians', 'Civilian Casualties', 'Kidnapping and Hostages', 'Terrorism']"
What We Get Wrong About Israel and Gaza,2023-11-16T02:52:07+0000,https://www.nytimes.com/2023/11/15/opinion/israel-gaza-facts.html,"With the bilateral slaughter in the Middle East unleashing poisons that are worsening hatred worldwide, let me outline what I see as three myths inflaming the debate:",Opinion,"['Israel-Gaza War (2023- )', 'Terrorism', 'Civilian Casualties', 'Palestinians', 'Politics and Government', 'International Relations', 'United States International Relations', 'Peace Process', 'Defense and Military Forces', 'Deaths (Fatalities)', 'Biological and Chemical Warfare', 'Human Rights and Human Rights Violations']"
Thursday Briefing: The Biden-Xi Meeting,2023-11-16T02:58:23+0000,https://www.nytimes.com/2023/11/15/briefing/biden-xi-meeting-gaza-hospital-climate-heat-deaths.html,President Biden and President Xi Jinping of China shook hands at the entrance of a grand estate set in the hills of California yesterday as they began their first meeting in a year.,Briefing,[]
Biden Says a ‘Real’ Palestinian State Must Come After War,2023-11-16T03:36:07+0000,https://www.nytimes.com/2023/11/16/world/middleeast/biden-palestinian-gaza-hamar-israel-war.html,Follow live news updates on the Israel-Hamas war.,World,['Israel-Gaza War (2023- )']
"Justin Torres, Author of ‘Blackouts,’ Wins National Book Award for Fiction",2023-11-16T04:32:09+0000,https://www.nytimes.com/2023/11/15/books/national-book-award-blackouts.html,"The National Book Award ceremony took a political turn on Wednesday night, as the event concluded with a joint statement from a group of writers who called for a cease-fire in Gaza.",Books,"['Books and Literature', 'National Book Awards']"
Thursday Briefing,2023-11-16T05:00:05+0000,https://www.nytimes.com/2023/11/16/briefing/israel-gaza-hospital-sunak-rwanda.html,"After storming the Al-Shifa Hospital complex in Gaza overnight, Israeli soldiers were conducting searches and interrogations inside, and officers said they had found rifles, ammunition, body armor and other military equipment in a radiology building. Their assertions could not be independently verified, and Hamas said they were “fabricated.” Here’s the latest.",Briefing,[]
"Five Miles and a World Apart, Younger Activists Dream of a New Peace Process",2023-11-16T05:01:26+0000,https://www.nytimes.com/2023/11/16/world/middleeast/israel-palestinians-new-peace-plans.html,"Though only 9 at the time, May Pundak knew that when her father was often away in the early 1990s, he was involved in some kind of mission for Israel, one so secret that she could not breathe a word about it to friends at school.",World,"['Israel-Gaza War (2023- )', 'Israeli Settlements', 'Palestinians', 'Jews and Judaism', 'Peace Process', 'Politics and Government', 'Content Type: Personal Profile']"
U.N. Security Council Calls for Dayslong Humanitarian Pauses in Gaza,2023-11-16T05:25:08+0000,https://www.nytimes.com/2023/11/15/world/middleeast/united-nations-security-council-israel-gaza.html,The United Nations Security Council adopted a resolution on Wednesday calling for immediate and urgent dayslong humanitarian pauses in the Israel-Hamas war to allow desperately needed aid to reach civilians in Gaza.,World,"['Israel-Gaza War (2023- )', 'Palestinians', 'Humanitarian Aid']"
"In Britain, Reality Is Cleaving in Two",2023-11-16T06:00:08+0000,https://www.nytimes.com/2023/11/16/opinion/britain-protests-gaza.html,"In Britain, Armistice Day is usually an understated affair, marked only by two minutes of silence at 11 a.m. This year was considerably more eventful, as two very different protests descended on London.",Opinion,"['Israel-Gaza War (2023- )', 'Demonstrations, Protests and Riots', 'Politics and Government', 'Palestinians', 'International Relations']"
"Israel and Hamas Near a Hostage Deal, and More",2023-11-16T10:58:47+0000,https://www.nytimes.com/2023/11/16/us/biden-china-talks.html,"The New York Times Audio app is home to journalism and storytelling, and provides news, depth and serendipity. If you haven’t already, download it here — available to Times news subscribers on iOS — and sign up for our weekly newsletter.",U.S.,"['United States Politics and Government', 'Labor and Jobs', 'International Relations', 'Kidnapping and Hostages']"
Some U.K. Labour Lawmakers Rebel Against Leader on Gaza Policy,2023-11-16T11:48:20+0000,https://www.nytimes.com/2023/11/16/world/middleeast/uk-labour-party-ceasefire-vote-gaza.html,"Britain’s main opposition Labour Party has suffered a significant rebellion in Parliament over its policy on Gaza, in a sign of the hardening of opinion in Western Europe against Israel’s military action in the enclave.",World,"['Politics and Government', 'Israel-Gaza War (2023- )']"
Israel’s Opposition Leader Says Netanyahu ‘Must Go Now’,2023-11-16T12:25:28+0000,https://www.nytimes.com/2023/11/16/world/middleeast/israel-opposition-lapid-netanyahu.html,Follow live news updates on the Israel-Hamas war.,World,"['Politics and Government', 'War and Armed Conflicts']"
What the Biden-Xi Talks Accomplished (and Didn't),2023-11-16T13:18:27+0000,https://www.nytimes.com/2023/11/16/business/dealbook/biden-xi-talks-san-francisco.html,"The mood music was upbeat but pragmatic after the first face-to-face meeting in a year between President Biden and his Chinese counterpart, Xi Jinping. There was no joint communiqué after Wednesday’s talks, but both sides issued positive statements trumpeting where they found common ground, including on tackling climate change and improving communications.",Business Day,"['International Relations', 'Israel-Gaza War (2023- )', 'Artificial Intelligence', 'Politics and Government', 'United States International Relations']"
